Gemeinde,Year,Abschnitt,Betrag in Euro
allerheiligen-im-mühlkreis,2008,Förderung des Unterrichtes,8571.14
allerheiligen-im-mühlkreis,2008,Sport und außerschulische Leibeserziehung,3237.84
allerheiligen-im-mühlkreis,2008,Berufsb. Unterricht,2604.70
allerheiligen-im-mühlkreis,2008,Summe,559184.34
allerheiligen-im-mühlkreis,2009,Allgemeinbildender Unterricht,334791.90
allerheiligen-im-mühlkreis,2009,Vorschulische Erziehung,181120.68
allerheiligen-im-mühlkreis,2009,Förderung des Unterrichtes,12610.16
allerheiligen-im-mühlkreis,2009,Sport und außerschulische Leibeserziehung,3905.49
allerheiligen-im-mühlkreis,2009,Berufsb. Unterricht,1704.96
allerheiligen-im-mühlkreis,2009,Summe,534133.19
allerheiligen-im-mühlkreis,2010,Allgemeinbildender Unterricht,222038.14
allerheiligen-im-mühlkreis,2010,Vorschulische Erziehung,195424.62
allerheiligen-im-mühlkreis,2010,Förderung des Unterrichtes,4213.78
allerheiligen-im-mühlkreis,2010,Sport und außerschulische Leibeserziehung,3599.72
allerheiligen-im-mühlkreis,2010,Berufsb. Unterricht,2192.28
allerheiligen-im-mühlkreis,2010,Summe,427468.54
allerheiligen-im-mühlkreis,2011,Vorschulische Erziehung,241764.64
allerheiligen-im-mühlkreis,2011,Allgemeinbildender Unterricht,206437.33
allerheiligen-im-mühlkreis,2011,Förderung des Unterrichtes,4298.24
allerheiligen-im-mühlkreis,2011,Sport und außerschulische Leibeserziehung,3494.88
allerheiligen-im-mühlkreis,2011,Berufsb. Unterricht,2045.68
allerheiligen-im-mühlkreis,2011,Summe,458040.77
allerheiligen-im-mühlkreis,2012,Vorschulische Erziehung,244614.82
allerheiligen-im-mühlkreis,2012,Allgemeinbildender Unterricht,143949.22
allerheiligen-im-mühlkreis,2012,Sport und außerschulische Leibeserziehung,13493.36
allerheiligen-im-mühlkreis,2012,Förderung des Unterrichtes,4405.58
allerheiligen-im-mühlkreis,2012,Berufsb. Unterricht,1148.63
allerheiligen-im-mühlkreis,2012,Summe,407611.61
allerheiligen-im-mühlkreis,2013,Vorschulische Erziehung,285861.13
allerheiligen-im-mühlkreis,2013,Allgemeinbildender Unterricht,144903.81
allerheiligen-im-mühlkreis,2013,Förderung des Unterrichtes,4970.73
allerheiligen-im-mühlkreis,2013,Sport und außerschulische Leibeserziehung,3554.58
allerheiligen-im-mühlkreis,2013,Berufsb. Unterricht,2479.30
allerheiligen-im-mühlkreis,2013,Summe,441769.55
allerheiligen-im-mühlkreis,2014,Vorschulische Erziehung,242159.87
allerheiligen-im-mühlkreis,2014,Allgemeinbildender Unterricht,216615.62
allerheiligen-im-mühlkreis,2014,Förderung des Unterrichtes,4580.72
allerheiligen-im-mühlkreis,2014,Sport und außerschulische Leibeserziehung,3494.96
allerheiligen-im-mühlkreis,2014,Berufsb. Unterricht,2746.75
allerheiligen-im-mühlkreis,2014,Summe,469597.92
allerheiligen-im-mühlkreis,2015,Vorschulische Erziehung,213567.47
allerheiligen-im-mühlkreis,2015,Allgemeinbildender Unterricht,201583.88
allerheiligen-im-mühlkreis,2015,Förderung des Unterrichtes,5085.59
allerheiligen-im-mühlkreis,2015,Sport und außerschulische Leibeserziehung,3519.74
allerheiligen-im-mühlkreis,2015,Berufsb. Unterricht,1799.80
allerheiligen-im-mühlkreis,2015,Außerschulische Jugenerziehung,302.10
allerheiligen-im-mühlkreis,2015,Summe,425858.58
allerheiligen-im-mühlkreis,2016,Vorschulische Erziehung,223337.10
allerheiligen-im-mühlkreis,2016,Allgemeinbildender Unterricht,167237.35
allerheiligen-im-mühlkreis,2016,Förderung des Unterrichtes,4785.98
allerheiligen-im-mühlkreis,2016,Sport und außerschulische Leibeserziehung,3762.01
allerheiligen-im-mühlkreis,2016,Berufsb. Unterricht,2529.15
allerheiligen-im-mühlkreis,2016,Außerschulische Jugenerziehung,308.15
allerheiligen-im-mühlkreis,2016,Summe,401959.74
allerheiligen-im-mühlkreis,2017,Vorschulische Erziehung,239334.06
allerheiligen-im-mühlkreis,2017,Allgemeinbildender Unterricht,168821.88
allerheiligen-im-mühlkreis,2017,Förderung des Unterrichtes,5614.53
allerheiligen-im-mühlkreis,2017,Sport und außerschulische Leibeserziehung,3611.75
allerheiligen-im-mühlkreis,2017,Berufsb. Unterricht,2723.36
allerheiligen-im-mühlkreis,2017,Außerschulische Jugenerziehung,386.69
allerheiligen-im-mühlkreis,2017,Summe,420492.27
allerheiligen-im-mühlkreis,2018,Vorschulische Erziehung,246217.71
allerheiligen-im-mühlkreis,2018,Allgemeinbildender Unterricht,164590.06
allerheiligen-im-mühlkreis,2018,Sport und außerschulische Leibeserziehung,12113.30
allerheiligen-im-mühlkreis,2018,Förderung des Unterrichtes,8453.91
allerheiligen-im-mühlkreis,2018,Berufsb. Unterricht,4858.46
allerheiligen-im-mühlkreis,2018,Außerschulische Jugenerziehung,320.23
allerheiligen-im-mühlkreis,2018,Summe,436553.67
allerheiligen-im-mühlkreis,2019,Vorschulische Erziehung,289785.03
allerheiligen-im-mühlkreis,2019,Allgemeinbildender Unterricht,144714.79
allerheiligen-im-mühlkreis,2019,Förderung des Unterrichtes,6442.27
allerheiligen-im-mühlkreis,2019,Berufsb. Unterricht,4610.34
allerheiligen-im-mühlkreis,2019,Sport und außerschulische Leibeserziehung,4240.40
allerheiligen-im-mühlkreis,2019,Außerschulische Jugenerziehung,332.32
allerheiligen-im-mühlkreis,2019,Summe,450125.15
altenberg-bei-linz,2007,Allgemeinbildender Unterricht,420642.48
altenberg-bei-linz,2007,Vorschulische Erziehung,201235.24
altenberg-bei-linz,2007,Förderung des Unterrichtes,160344.58
altenberg-bei-linz,2007,Sport und außerschulische Leibeserziehung,82848.86
altenberg-bei-linz,2007,Berufsb. Unterricht,7230.62
altenberg-bei-linz,2007,Erwachsenenbildung,3909.96
altenberg-bei-linz,2007,Summe,876211.74
altenberg-bei-linz,2008,Allgemeinbildender Unterricht,402054.60
altenberg-bei-linz,2008,Vorschulische Erziehung,251835.50
altenberg-bei-linz,2008,Förderung des Unterrichtes,145822.38
altenberg-bei-linz,2008,Sport und außerschulische Leibeserziehung,53501.20
altenberg-bei-linz,2008,Berufsb. Unterricht,16470.04
altenberg-bei-linz,2008,Erwachsenenbildung,3609.93
altenberg-bei-linz,2008,Summe,873293.65
altenberg-bei-linz,2009,Allgemeinbildender Unterricht,778743.19
altenberg-bei-linz,2009,Vorschulische Erziehung,306822.40
altenberg-bei-linz,2009,Förderung des Unterrichtes,177025.05
altenberg-bei-linz,2009,Sport und außerschulische Leibeserziehung,59130.56
altenberg-bei-linz,2009,Berufsb. Unterricht,13961.76
altenberg-bei-linz,2009,Erwachsenenbildung,3604.48
altenberg-bei-linz,2009,Forschung und Wissenschaft,994.80
altenberg-bei-linz,2009,Summe,1340282.24
altenberg-bei-linz,2010,Allgemeinbildender Unterricht,484863.00
altenberg-bei-linz,2010,Vorschulische Erziehung,329096.56
altenberg-bei-linz,2010,Förderung des Unterrichtes,178479.39
altenberg-bei-linz,2010,Sport und außerschulische Leibeserziehung,33679.31
altenberg-bei-linz,2010,Berufsb. Unterricht,17937.96
altenberg-bei-linz,2010,Erwachsenenbildung,3859.84
altenberg-bei-linz,2010,Summe,1047916.06
altenberg-bei-linz,2011,Allgemeinbildender Unterricht,408564.29
altenberg-bei-linz,2011,Vorschulische Erziehung,369936.94
altenberg-bei-linz,2011,Förderung des Unterrichtes,191244.49
altenberg-bei-linz,2011,Sport und außerschulische Leibeserziehung,38905.98
altenberg-bei-linz,2011,Berufsb. Unterricht,8335.98
altenberg-bei-linz,2011,Erwachsenenbildung,3497.65
altenberg-bei-linz,2011,Summe,1020485.33
altenberg-bei-linz,2012,Allgemeinbildender Unterricht,450899.84
altenberg-bei-linz,2012,Vorschulische Erziehung,387181.67
altenberg-bei-linz,2012,Förderung des Unterrichtes,195641.30
altenberg-bei-linz,2012,Sport und außerschulische Leibeserziehung,38024.24
altenberg-bei-linz,2012,Berufsb. Unterricht,4891.57
altenberg-bei-linz,2012,Erwachsenenbildung,3910.66
altenberg-bei-linz,2012,Summe,1080549.28
altenberg-bei-linz,2013,Allgemeinbildender Unterricht,454393.27
altenberg-bei-linz,2013,Vorschulische Erziehung,439981.96
altenberg-bei-linz,2013,Förderung des Unterrichtes,199319.99
altenberg-bei-linz,2013,Sport und außerschulische Leibeserziehung,64336.93
altenberg-bei-linz,2013,Berufsb. Unterricht,8420.94
altenberg-bei-linz,2013,Erwachsenenbildung,4018.54
altenberg-bei-linz,2013,Forschung und Wissenschaft,0.00
altenberg-bei-linz,2013,Summe,1170471.63
altenberg-bei-linz,2014,Vorschulische Erziehung,2276114.81
altenberg-bei-linz,2014,Allgemeinbildender Unterricht,672683.85
altenberg-bei-linz,2014,Förderung des Unterrichtes,224540.98
altenberg-bei-linz,2014,Sport und außerschulische Leibeserziehung,57043.16
altenberg-bei-linz,2014,Berufsb. Unterricht,9671.00
altenberg-bei-linz,2014,Erwachsenenbildung,4003.57
altenberg-bei-linz,2014,Forschung und Wissenschaft,875.00
altenberg-bei-linz,2014,Summe,3244932.37
altenberg-bei-linz,2015,Vorschulische Erziehung,1827117.40
altenberg-bei-linz,2015,Allgemeinbildender Unterricht,882215.38
altenberg-bei-linz,2015,Förderung des Unterrichtes,258397.83
altenberg-bei-linz,2015,Sport und außerschulische Leibeserziehung,41119.58
altenberg-bei-linz,2015,Erwachsenenbildung,3982.74
altenberg-bei-linz,2015,Berufsb. Unterricht,2971.50
altenberg-bei-linz,2015,Forschung und Wissenschaft,1840.00
altenberg-bei-linz,2015,Summe,3017644.43
altenberg-bei-linz,2016,Allgemeinbildender Unterricht,1021483.73
altenberg-bei-linz,2016,Vorschulische Erziehung,563406.17
altenberg-bei-linz,2016,Förderung des Unterrichtes,103565.90
altenberg-bei-linz,2016,Sport und außerschulische Leibeserziehung,60553.46
altenberg-bei-linz,2016,Berufsb. Unterricht,4193.56
altenberg-bei-linz,2016,Erwachsenenbildung,4151.85
altenberg-bei-linz,2016,Forschung und Wissenschaft,2505.00
altenberg-bei-linz,2016,Summe,1759859.67
altenberg-bei-linz,2017,Allgemeinbildender Unterricht,1011777.70
altenberg-bei-linz,2017,Vorschulische Erziehung,993434.54
altenberg-bei-linz,2017,Förderung des Unterrichtes,107538.77
altenberg-bei-linz,2017,Sport und außerschulische Leibeserziehung,42150.10
altenberg-bei-linz,2017,Berufsb. Unterricht,6812.40
altenberg-bei-linz,2017,Erwachsenenbildung,3943.43
altenberg-bei-linz,2017,Forschung und Wissenschaft,2660.00
altenberg-bei-linz,2017,Summe,2168316.94
altenberg-bei-linz,2018,Vorschulische Erziehung,831961.76
altenberg-bei-linz,2018,Allgemeinbildender Unterricht,645420.95
altenberg-bei-linz,2018,Förderung des Unterrichtes,106894.21
altenberg-bei-linz,2018,Sport und außerschulische Leibeserziehung,73627.04
altenberg-bei-linz,2018,Berufsb. Unterricht,8203.01
altenberg-bei-linz,2018,Erwachsenenbildung,4307.03
altenberg-bei-linz,2018,Forschung und Wissenschaft,3340.30
altenberg-bei-linz,2018,Summe,1673754.3
altenberg-bei-linz,2019,Vorschulische Erziehung,806805.88
altenberg-bei-linz,2019,Allgemeinbildender Unterricht,592757.32
altenberg-bei-linz,2019,Förderung des Unterrichtes,121169.78
altenberg-bei-linz,2019,Sport und außerschulische Leibeserziehung,94477.36
altenberg-bei-linz,2019,Berufsb. Unterricht,10550.46
altenberg-bei-linz,2019,Forschung und Wissenschaft,3970.00
altenberg-bei-linz,2019,Erwachsenenbildung,3885.20
altenberg-bei-linz,2019,Summe,1633616
altmünster,2007,Allgemeinbildender Unterricht,1264703.00
altmünster,2007,Vorschulische Erziehung,357608.72
altmünster,2007,Außerschulische Jugenerziehung,133103.64
altmünster,2007,Förderung des Unterrichtes,93299.78
altmünster,2007,Berufsb. Unterricht,53438.35
altmünster,2007,Sport und außerschulische Leibeserziehung,29467.43
altmünster,2007,Erwachsenenbildung,1542.98
altmünster,2007,Summe,1933163.9
altmünster,2008,Allgemeinbildender Unterricht,1356556.61
altmünster,2008,Vorschulische Erziehung,429870.45
altmünster,2008,Außerschulische Jugenerziehung,153070.05
altmünster,2008,Förderung des Unterrichtes,104330.10
altmünster,2008,Sport und außerschulische Leibeserziehung,58460.76
altmünster,2008,Berufsb. Unterricht,55923.58
altmünster,2008,Erwachsenenbildung,1113.59
altmünster,2008,Summe,2159325.14
altmünster,2009,Allgemeinbildender Unterricht,1454875.74
altmünster,2009,Vorschulische Erziehung,399964.87
altmünster,2009,Außerschulische Jugenerziehung,139676.78
altmünster,2009,Förderung des Unterrichtes,119285.16
altmünster,2009,Berufsb. Unterricht,60810.69
altmünster,2009,Sport und außerschulische Leibeserziehung,28548.04
altmünster,2009,Erwachsenenbildung,1822.55
altmünster,2009,Summe,2204983.83
altmünster,2010,Allgemeinbildender Unterricht,1227269.78
altmünster,2010,Vorschulische Erziehung,477863.28
altmünster,2010,Außerschulische Jugenerziehung,152427.79
altmünster,2010,Förderung des Unterrichtes,141097.69
altmünster,2010,Berufsb. Unterricht,86590.68
altmünster,2010,Sport und außerschulische Leibeserziehung,37839.74
altmünster,2010,Erwachsenenbildung,1756.08
altmünster,2010,Summe,2124845.04
altmünster,2011,Allgemeinbildender Unterricht,1252333.16
altmünster,2011,Vorschulische Erziehung,862544.15
altmünster,2011,Außerschulische Jugenerziehung,173250.90
altmünster,2011,Förderung des Unterrichtes,126379.31
altmünster,2011,Berufsb. Unterricht,47853.95
altmünster,2011,Sport und außerschulische Leibeserziehung,16905.14
altmünster,2011,Erwachsenenbildung,1809.98
altmünster,2011,Summe,2481076.59
altmünster,2012,Allgemeinbildender Unterricht,1480344.41
altmünster,2012,Vorschulische Erziehung,551426.67
altmünster,2012,Außerschulische Jugenerziehung,155395.71
altmünster,2012,Förderung des Unterrichtes,144231.38
altmünster,2012,Berufsb. Unterricht,47467.57
altmünster,2012,Sport und außerschulische Leibeserziehung,23802.43
altmünster,2012,Erwachsenenbildung,1869.68
altmünster,2012,Summe,2404537.85
altmünster,2013,Allgemeinbildender Unterricht,1178938.44
altmünster,2013,Vorschulische Erziehung,662548.05
altmünster,2013,Förderung des Unterrichtes,214255.44
altmünster,2013,Außerschulische Jugenerziehung,170595.77
altmünster,2013,Berufsb. Unterricht,39516.67
altmünster,2013,Sport und außerschulische Leibeserziehung,27908.00
altmünster,2013,Erwachsenenbildung,1880.64
altmünster,2013,Summe,2295643.01
altmünster,2014,Allgemeinbildender Unterricht,3147885.85
altmünster,2014,Vorschulische Erziehung,654131.65
altmünster,2014,Förderung des Unterrichtes,213291.97
altmünster,2014,Außerschulische Jugenerziehung,196869.37
altmünster,2014,Berufsb. Unterricht,35321.31
altmünster,2014,Sport und außerschulische Leibeserziehung,28444.41
altmünster,2014,Erwachsenenbildung,2066.48
altmünster,2014,Summe,4278011.04
altmünster,2015,Allgemeinbildender Unterricht,3145667.08
altmünster,2015,Vorschulische Erziehung,891375.79
altmünster,2015,Förderung des Unterrichtes,344445.61
altmünster,2015,Außerschulische Jugenerziehung,173794.57
altmünster,2015,Berufsb. Unterricht,41810.13
altmünster,2015,Sport und außerschulische Leibeserziehung,24958.03
altmünster,2015,Erwachsenenbildung,2400.00
altmünster,2015,Summe,4624451.21
altmünster,2016,Allgemeinbildender Unterricht,2286932.94
altmünster,2016,Vorschulische Erziehung,2198297.70
altmünster,2016,Förderung des Unterrichtes,349061.29
altmünster,2016,Außerschulische Jugenerziehung,150844.23
altmünster,2016,Berufsb. Unterricht,51197.73
altmünster,2016,Sport und außerschulische Leibeserziehung,24254.89
altmünster,2016,Erwachsenenbildung,2400.00
altmünster,2016,Forschung und Wissenschaft,0.00
altmünster,2016,Summe,5062988.78
altmünster,2017,Allgemeinbildender Unterricht,1806413.70
altmünster,2017,Vorschulische Erziehung,1287087.22
altmünster,2017,Förderung des Unterrichtes,316267.35
altmünster,2017,Außerschulische Jugenerziehung,156842.46
altmünster,2017,Sport und außerschulische Leibeserziehung,154917.02
altmünster,2017,Berufsb. Unterricht,49586.83
altmünster,2017,Erwachsenenbildung,2400.00
altmünster,2017,Forschung und Wissenschaft,0.00
altmünster,2017,Summe,3773514.58
altmünster,2018,Allgemeinbildender Unterricht,1689801.11
altmünster,2018,Vorschulische Erziehung,1197632.31
altmünster,2018,Förderung des Unterrichtes,294531.34
altmünster,2018,Außerschulische Jugenerziehung,171599.65
altmünster,2018,Berufsb. Unterricht,63772.12
altmünster,2018,Sport und außerschulische Leibeserziehung,29338.68
altmünster,2018,Erwachsenenbildung,2400.00
altmünster,2018,Forschung und Wissenschaft,0.00
altmünster,2018,Summe,3449075.21
altmünster,2019,Allgemeinbildender Unterricht,1800774.02
altmünster,2019,Vorschulische Erziehung,1467452.19
altmünster,2019,Förderung des Unterrichtes,414321.85
altmünster,2019,Außerschulische Jugenerziehung,167217.58
altmünster,2019,Sport und außerschulische Leibeserziehung,56683.95
altmünster,2019,Berufsb. Unterricht,52589.66
altmünster,2019,Erwachsenenbildung,2400.00
altmünster,2019,Forschung und Wissenschaft,0.00
altmünster,2019,Summe,3961439.25
ampflwang-im-hausruckwald,2007,Vorschulische Erziehung,622181.61
ampflwang-im-hausruckwald,2007,Allgemeinbildender Unterricht,456540.23
ampflwang-im-hausruckwald,2007,Förderung des Unterrichtes,99975.52
ampflwang-im-hausruckwald,2007,Sport und außerschulische Leibeserziehung,47465.06
ampflwang-im-hausruckwald,2007,Außerschulische Jugenerziehung,44353.45
ampflwang-im-hausruckwald,2007,Berufsb. Unterricht,17006.72
ampflwang-im-hausruckwald,2007,Erwachsenenbildung,12463.43
ampflwang-im-hausruckwald,2007,Summe,1299986.02
ampflwang-im-hausruckwald,2008,Vorschulische Erziehung,626143.90
ampflwang-im-hausruckwald,2008,Allgemeinbildender Unterricht,596446.59
ampflwang-im-hausruckwald,2008,Förderung des Unterrichtes,107894.53
ampflwang-im-hausruckwald,2008,Außerschulische Jugenerziehung,70610.05
ampflwang-im-hausruckwald,2008,Berufsb. Unterricht,20236.36
ampflwang-im-hausruckwald,2008,Erwachsenenbildung,13377.46
ampflwang-im-hausruckwald,2008,Sport und außerschulische Leibeserziehung,8967.42
ampflwang-im-hausruckwald,2008,Summe,1443676.31
ampflwang-im-hausruckwald,2009,Vorschulische Erziehung,597389.47
ampflwang-im-hausruckwald,2009,Allgemeinbildender Unterricht,467758.53
ampflwang-im-hausruckwald,2009,Förderung des Unterrichtes,111342.93
ampflwang-im-hausruckwald,2009,Außerschulische Jugenerziehung,35852.46
ampflwang-im-hausruckwald,2009,Berufsb. Unterricht,12947.24
ampflwang-im-hausruckwald,2009,Erwachsenenbildung,12727.68
ampflwang-im-hausruckwald,2009,Sport und außerschulische Leibeserziehung,8611.21
ampflwang-im-hausruckwald,2009,Summe,1246629.52
ampflwang-im-hausruckwald,2010,Vorschulische Erziehung,638906.63
ampflwang-im-hausruckwald,2010,Allgemeinbildender Unterricht,408423.84
ampflwang-im-hausruckwald,2010,Förderung des Unterrichtes,116644.69
ampflwang-im-hausruckwald,2010,Außerschulische Jugenerziehung,89513.09
ampflwang-im-hausruckwald,2010,Sport und außerschulische Leibeserziehung,63421.15
ampflwang-im-hausruckwald,2010,Berufsb. Unterricht,16541.53
ampflwang-im-hausruckwald,2010,Erwachsenenbildung,12819.11
ampflwang-im-hausruckwald,2010,Summe,1346270.04
ampflwang-im-hausruckwald,2011,Vorschulische Erziehung,553895.67
ampflwang-im-hausruckwald,2011,Allgemeinbildender Unterricht,422709.97
ampflwang-im-hausruckwald,2011,Förderung des Unterrichtes,135277.80
ampflwang-im-hausruckwald,2011,Außerschulische Jugenerziehung,70770.14
ampflwang-im-hausruckwald,2011,Sport und außerschulische Leibeserziehung,31062.17
ampflwang-im-hausruckwald,2011,Berufsb. Unterricht,18013.44
ampflwang-im-hausruckwald,2011,Erwachsenenbildung,12543.64
ampflwang-im-hausruckwald,2011,Summe,1244272.83
ampflwang-im-hausruckwald,2012,Vorschulische Erziehung,562669.69
