Gemeinde,Year,View,Abschnitt,Betrag in Euro
hargelsberg,2010,prokopf,Summe,2093.2523096234
hargelsberg,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",291.47599512591
hargelsberg,2011,prokopf,Summe,1887.9788383428
hargelsberg,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",312.92384116694
hargelsberg,2012,prokopf,Summe,2986.363363047
hargelsberg,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",303.43129375951
hargelsberg,2013,prokopf,Summe,2307.4522450533
hargelsberg,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",556.0109752322
hargelsberg,2014,prokopf,Summe,3320.0889473684
hargelsberg,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",389.6812565839
hargelsberg,2015,prokopf,Summe,3672.2936267871
hargelsberg,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",470.50364653244
hargelsberg,2016,prokopf,Summe,3476.6277703207
hargelsberg,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1546.1287813885
hargelsberg,2017,prokopf,Summe,4384.4132865583
hargelsberg,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1014.423245806
hargelsberg,2018,prokopf,Summe,2849.7036907367
hargelsberg,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",436.99241354467
hargelsberg,2019,prokopf,Summe,2522.3595389049
hartkirchen,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",141.62617583473
hartkirchen,2007,prokopf,Summe,1611.9213379774
hartkirchen,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",143.98719923463
hartkirchen,2008,prokopf,Summe,1459.9176584549
hartkirchen,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",158.92135861738
hartkirchen,2009,prokopf,Summe,1907.2902880461
hartkirchen,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",155.24356695568
hartkirchen,2010,prokopf,Summe,1892.8111030829
hartkirchen,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",167.6764820688
hartkirchen,2011,prokopf,Summe,1798.8476848012
hartkirchen,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",176.05258278146
hartkirchen,2012,prokopf,Summe,1959.6196860437
hartkirchen,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",170.74875183195
hartkirchen,2013,prokopf,Summe,1667.615815828
hartkirchen,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",213.00692932775
hartkirchen,2014,prokopf,Summe,1808.1280497414
hartkirchen,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",243.21901088032
hartkirchen,2015,prokopf,Summe,2421.6847255193
hartkirchen,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",270.97216249088
hartkirchen,2016,prokopf,Summe,2186.4621600584
hartkirchen,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",256.21959990301
hartkirchen,2017,prokopf,Summe,2132.4286542192
hartkirchen,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",244.22072212735
hartkirchen,2018,prokopf,Summe,2418.5663674067
hartkirchen,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",411.94419965577
hartkirchen,2019,prokopf,Summe,2446.9843889845
heiligenberg,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",259.87474358974
heiligenberg,2007,prokopf,Summe,1539.2907122507
heiligenberg,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",300.43798850575
heiligenberg,2008,prokopf,Summe,1526.6601436782
heiligenberg,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",283.5359221902
heiligenberg,2009,prokopf,Summe,3648.4028818444
heiligenberg,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",263.98153400868
heiligenberg,2010,prokopf,Summe,2755.1560202605
heiligenberg,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",306.24812320917
heiligenberg,2011,prokopf,Summe,2605.6004154728
heiligenberg,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",397.83426061493
heiligenberg,2012,prokopf,Summe,2009.0639677892
heiligenberg,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",375.35081602374
heiligenberg,2013,prokopf,Summe,2518.60615727
heiligenberg,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",393.41470588235
heiligenberg,2014,prokopf,Summe,2492.9396983409
heiligenberg,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",422.08560538117
heiligenberg,2015,prokopf,Summe,2236.6584304933
heiligenberg,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",444.01476261128
heiligenberg,2016,prokopf,Summe,2372.4475074184
heiligenberg,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",381.15281791908
heiligenberg,2017,prokopf,Summe,2535.8426878613
heiligenberg,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",371.48282199711
heiligenberg,2018,prokopf,Summe,2169.8329088278
heiligenberg,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",324.48020057307
heiligenberg,2019,prokopf,Summe,2359.2193982808
hellmonsödt,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",275.30253389434
hellmonsödt,2007,prokopf,Summe,1811.6920617111
hellmonsödt,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",237.62986872949
hellmonsödt,2008,prokopf,Summe,2160.589878106
hellmonsödt,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",251.76414212249
hellmonsödt,2009,prokopf,Summe,2042.3006124357
hellmonsödt,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",224.36031411158
hellmonsödt,2010,prokopf,Summe,1842.9881153305
hellmonsödt,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",375.09857804539
hellmonsödt,2011,prokopf,Summe,1909.9197869384
hellmonsödt,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",426.69480831409
hellmonsödt,2012,prokopf,Summe,2102.5116812933
hellmonsödt,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",475.36576091954
hellmonsödt,2013,prokopf,Summe,2223.6999356322
hellmonsödt,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",836.22645396536
hellmonsödt,2014,prokopf,Summe,2622.7546536007
hellmonsödt,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",831.65227668346
hellmonsödt,2015,prokopf,Summe,2714.5651946862
hellmonsödt,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",998.77103065304
hellmonsödt,2016,prokopf,Summe,2804.9787116837
hellmonsödt,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",451.81193362832
hellmonsödt,2017,prokopf,Summe,2737.9023451327
hellmonsödt,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",342.63556665219
hellmonsödt,2018,prokopf,Summe,2421.8470733825
hellmonsödt,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",387.45779204108
hellmonsödt,2019,prokopf,Summe,2617.6703337612
herzogsdorf,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",240.73557287279
herzogsdorf,2007,prokopf,Summe,2313.0214363943
herzogsdorf,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",294.05791194969
herzogsdorf,2008,prokopf,Summe,2728.9646708595
herzogsdorf,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",446.66057001239
herzogsdorf,2009,prokopf,Summe,2463.7439818257
herzogsdorf,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",326.17709384043
herzogsdorf,2010,prokopf,Summe,2576.1454030591
herzogsdorf,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",324.66123253903
herzogsdorf,2011,prokopf,Summe,2882.593093673
herzogsdorf,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",359.58743115495
herzogsdorf,2012,prokopf,Summe,3305.8808220304
herzogsdorf,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",744.18761108846
herzogsdorf,2013,prokopf,Summe,2954.3451202609
herzogsdorf,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",506.84079704191
herzogsdorf,2014,prokopf,Summe,2723.5564749384
herzogsdorf,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",568.61503895039
herzogsdorf,2015,prokopf,Summe,3526.0237228372
herzogsdorf,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",313.63988668555
herzogsdorf,2016,prokopf,Summe,2601.5721974909
herzogsdorf,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",344.45846000796
herzogsdorf,2017,prokopf,Summe,3221.3052964584
herzogsdorf,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",416.99457701516
herzogsdorf,2018,prokopf,Summe,3016.2413607342
herzogsdorf,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",436.22650719564
herzogsdorf,2019,prokopf,Summe,2892.4466316608
hinzenbach,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",359.95897553517
hinzenbach,2007,prokopf,Summe,1664.8372528033
hinzenbach,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",324.66665310275
hinzenbach,2008,prokopf,Summe,2420.4172329603
hinzenbach,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",583.20915949367
hinzenbach,2009,prokopf,Summe,2131.5761721519
hinzenbach,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",511.71228873239
hinzenbach,2010,prokopf,Summe,2354.5595221328
hinzenbach,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",247.40942014242
hinzenbach,2011,prokopf,Summe,1992.036103764
hinzenbach,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",378.00465525918
hinzenbach,2012,prokopf,Summe,2227.14094615
hinzenbach,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",285.60063063063
hinzenbach,2013,prokopf,Summe,1750.8356806807
hinzenbach,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",290.34460719716
hinzenbach,2014,prokopf,Summe,2074.753456665
hinzenbach,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",333.43204855842
hinzenbach,2015,prokopf,Summe,3021.0842083966
hinzenbach,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",385.00497981837
hinzenbach,2016,prokopf,Summe,2603.3307769929
hinzenbach,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",558.95476691729
hinzenbach,2017,prokopf,Summe,2943.7956240602
hinzenbach,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",555.21353176588
hinzenbach,2018,prokopf,Summe,2953.7331415708
hinzenbach,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",441.61276450512
hinzenbach,2019,prokopf,Summe,2987.1848512921
hirschbach-im-mühlkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",257.0352530541
hirschbach-im-mühlkreis,2007,prokopf,Summe,1856.9479842932
hirschbach-im-mühlkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",311.29919039146
hirschbach-im-mühlkreis,2008,prokopf,Summe,2170.1737989324
hirschbach-im-mühlkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",331.02949779736
hirschbach-im-mühlkreis,2009,prokopf,Summe,2131.6495682819
hirschbach-im-mühlkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",326.80691085613
hirschbach-im-mühlkreis,2010,prokopf,Summe,1869.5129037952
hirschbach-im-mühlkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",322.66949910555
hirschbach-im-mühlkreis,2011,prokopf,Summe,2452.3395796064
hirschbach-im-mühlkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",222.3443365984
hirschbach-im-mühlkreis,2012,prokopf,Summe,2995.7631077471
hirschbach-im-mühlkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",310.92862433862
hirschbach-im-mühlkreis,2013,prokopf,Summe,2585.4729365079
hirschbach-im-mühlkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",214.45398959237
hirschbach-im-mühlkreis,2014,prokopf,Summe,2132.9351951431
hirschbach-im-mühlkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",314.20556521739
hirschbach-im-mühlkreis,2015,prokopf,Summe,2597.7635391304
hirschbach-im-mühlkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",258.45402959095
hirschbach-im-mühlkreis,2016,prokopf,Summe,1998.5821932115
hirschbach-im-mühlkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",276.06710638298
hirschbach-im-mühlkreis,2017,prokopf,Summe,2767.3859319149
hirschbach-im-mühlkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",297.39314070352
hirschbach-im-mühlkreis,2018,prokopf,Summe,2107.6613902848
hirschbach-im-mühlkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",358.49825291181
hirschbach-im-mühlkreis,2019,prokopf,Summe,2676.1238768719
hochburg-ach,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",190.61300195567
hochburg-ach,2007,prokopf,Summe,2129.3360984355
hochburg-ach,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",212.91862610402
hochburg-ach,2008,prokopf,Summe,2051.7612724894
hochburg-ach,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",269.29478643626
hochburg-ach,2009,prokopf,Summe,2030.2592859472
hochburg-ach,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",313.92252499194
hochburg-ach,2010,prokopf,Summe,2467.1092583038
hochburg-ach,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",302.5408195122
hochburg-ach,2011,prokopf,Summe,2287.2127317073
hochburg-ach,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",417.38830061152
hochburg-ach,2012,prokopf,Summe,2434.3171741229
hochburg-ach,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",385.37192654639
hochburg-ach,2013,prokopf,Summe,2058.7249001289
hochburg-ach,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",349.0087971849
hochburg-ach,2014,prokopf,Summe,2015.9082917466
hochburg-ach,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",615.9271150781
hochburg-ach,2015,prokopf,Summe,2707.973901817
hochburg-ach,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",457.08190160833
hochburg-ach,2016,prokopf,Summe,2293.7456701356
hochburg-ach,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",863.29938409161
hochburg-ach,2017,prokopf,Summe,2767.7808666048
hochburg-ach,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",683.14835290482
hochburg-ach,2018,prokopf,Summe,2529.4479357231
hochburg-ach,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",384.1349892407
hochburg-ach,2019,prokopf,Summe,2079.8052136489
hofkirchen-im-mühlkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",358.43679324895
hofkirchen-im-mühlkreis,2007,prokopf,Summe,2417.4453938115
hofkirchen-im-mühlkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",306.55195121951
hofkirchen-im-mühlkreis,2008,prokopf,Summe,2324.5595470383
hofkirchen-im-mühlkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",446.89656467316
hofkirchen-im-mühlkreis,2009,prokopf,Summe,2814.9958553547
hofkirchen-im-mühlkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",545.28555789474
hofkirchen-im-mühlkreis,2010,prokopf,Summe,2894.9380280702
hofkirchen-im-mühlkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",491.31262825018
hofkirchen-im-mühlkreis,2011,prokopf,Summe,2453.947926915
hofkirchen-im-mühlkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",397.94151009047
hofkirchen-im-mühlkreis,2012,prokopf,Summe,2806.8270424495
hofkirchen-im-mühlkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",687.27139095206
hofkirchen-im-mühlkreis,2013,prokopf,Summe,3677.8329979743
hofkirchen-im-mühlkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",951.87555555556
hofkirchen-im-mühlkreis,2014,prokopf,Summe,4268.6535094851
hofkirchen-im-mühlkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",844.10989761092
hofkirchen-im-mühlkreis,2015,prokopf,Summe,4702.0706757679
hofkirchen-im-mühlkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1122.4137019868
hofkirchen-im-mühlkreis,2016,prokopf,Summe,4155.1163443709
hofkirchen-im-mühlkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",712.6550099272
hofkirchen-im-mühlkreis,2017,prokopf,Summe,3560.6612574454
hofkirchen-im-mühlkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1216.6778223684
hofkirchen-im-mühlkreis,2018,prokopf,Summe,3529.8485526316
hofkirchen-im-mühlkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",864.73371372032
hofkirchen-im-mühlkreis,2019,prokopf,Summe,3676.5186279683
hofkirchen-im-traunkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",311.861957638
hofkirchen-im-traunkreis,2007,prokopf,Summe,1856.2574646983
hofkirchen-im-traunkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",245.31135268684
hofkirchen-im-traunkreis,2008,prokopf,Summe,1991.9516368128
hofkirchen-im-traunkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",728.96007859734
hofkirchen-im-traunkreis,2009,prokopf,Summe,2891.9192986699
hofkirchen-im-traunkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",504.90712865497
hofkirchen-im-traunkreis,2010,prokopf,Summe,2216.647251462
hofkirchen-im-traunkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",248.8155873758
hofkirchen-im-traunkreis,2011,prokopf,Summe,1748.2742840444
hofkirchen-im-traunkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",459.94187070938
hofkirchen-im-traunkreis,2012,prokopf,Summe,2356.1810469108
hofkirchen-im-traunkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",190.49665340909
hofkirchen-im-traunkreis,2013,prokopf,Summe,2220.0842556818
hofkirchen-im-traunkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",275.6275443459
hofkirchen-im-traunkreis,2014,prokopf,Summe,1755.4026607539
hofkirchen-im-traunkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",310.01858250277
hofkirchen-im-traunkreis,2015,prokopf,Summe,1981.9338538206
hofkirchen-im-traunkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1107.2343941842
hofkirchen-im-traunkreis,2016,prokopf,Summe,3138.676553581
hofkirchen-im-traunkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",554.82897340426
hofkirchen-im-traunkreis,2017,prokopf,Summe,2616.5428244681
hofkirchen-im-traunkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",338.75092680358
hofkirchen-im-traunkreis,2018,prokopf,Summe,2264.9352343339
hofkirchen-im-traunkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",320.80891350211
hofkirchen-im-traunkreis,2019,prokopf,Summe,3280.6411075949
hohenzell,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",476.7133104463
hohenzell,2007,prokopf,Summe,2623.301868563
hohenzell,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",499.32612043435
hohenzell,2008,prokopf,Summe,2461.1131391905
hohenzell,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",496.34505424063
hohenzell,2009,prokopf,Summe,2876.1631558185
hohenzell,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",388.60666338583
hohenzell,2010,prokopf,Summe,2431.1792027559
hohenzell,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",319.16610649731
hohenzell,2011,prokopf,Summe,2256.3606204201
hohenzell,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",385.55833496094
hohenzell,2012,prokopf,Summe,2465.6414501953
hohenzell,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",324.54850389864
hohenzell,2013,prokopf,Summe,2301.6993128655
hohenzell,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",321.09850453894
hohenzell,2014,prokopf,Summe,2534.6580697563
hohenzell,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",414.26796226415
hohenzell,2015,prokopf,Summe,2901.2112641509
hohenzell,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",330.71522278365
hohenzell,2016,prokopf,Summe,2847.8328709233
hohenzell,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",729.8455032022
hohenzell,2017,prokopf,Summe,3472.3747392498
hohenzell,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",847.70754674978
hohenzell,2018,prokopf,Summe,3111.2702270703
hohenzell,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",562.53964206805
hohenzell,2019,prokopf,Summe,3377.8302386213
hörbich,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",168.88896385542
hörbich,2007,prokopf,Summe,3252.0105542169
hörbich,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",165.45963942308
hörbich,2008,prokopf,Summe,3059.2645192308
hörbich,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",183.76143198091
hörbich,2009,prokopf,Summe,2316.5239379475
hörbich,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",176.89183574879
hörbich,2010,prokopf,Summe,1979.4202173913
hörbich,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",204.59462829736
hörbich,2011,prokopf,Summe,1813.7344364508
hörbich,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",199.08161445783
hörbich,2012,prokopf,Summe,2622.4272048193
hörbich,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",217.2693253012
hörbich,2013,prokopf,Summe,2251.8687710843
hörbich,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",233.19942446043
hörbich,2014,prokopf,Summe,1936.171558753
hörbich,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",232.07530266344
hörbich,2015,prokopf,Summe,1974.9136077482
hörbich,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",226.11343529412
hörbich,2016,prokopf,Summe,1874.1196941176
hörbich,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",251.12755244755
hörbich,2017,prokopf,Summe,1798.7479487179
hörbich,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",249.61447619048
hörbich,2018,prokopf,Summe,2277.3940952381
hörbich,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",244.50827586207
hörbich,2019,prokopf,Summe,2945.482364532
hörsching,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",198.23200182648
hörsching,2007,prokopf,Summe,3293.959090411
hörsching,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",187.1071512665
hörsching,2008,prokopf,Summe,2631.0962611488
hörsching,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",141.44574238468
hörsching,2009,prokopf,Summe,2696.3443881636
hörsching,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",126.6820789337
hörsching,2010,prokopf,Summe,2496.3063164272
hörsching,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",153.70392085709
hörsching,2011,prokopf,Summe,2932.1261085191
hörsching,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",421.94997928892
hörsching,2012,prokopf,Summe,2974.5585950984
hörsching,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",516.68055413032
hörsching,2013,prokopf,Summe,3286.0771233111
hörsching,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",474.67612771739
hörsching,2014,prokopf,Summe,3247.3080434783
hörsching,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",465.25921581998
hörsching,2015,prokopf,Summe,3549.6673798159
hörsching,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",490.31965226031
hörsching,2016,prokopf,Summe,3507.4450322901
hörsching,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",535.29320213476
hörsching,2017,prokopf,Summe,3464.544344563
hörsching,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",874.74203728143
hörsching,2018,prokopf,Summe,4221.7777862092
hörsching,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",589.46601728073
hörsching,2019,prokopf,Summe,3717.2377535051
julbach,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",215.86779503106
julbach,2007,prokopf,Summe,1446.3743043478
julbach,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",242.11886476427
julbach,2008,prokopf,Summe,1744.2666935484
julbach,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",435.98691827823
julbach,2009,prokopf,Summe,2167.0378477854
julbach,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",246.6090086741
julbach,2010,prokopf,Summe,2287.5064188352
julbach,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",256.86244040151
julbach,2011,prokopf,Summe,2325.0679485571
julbach,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",467.87190536278
julbach,2012,prokopf,Summe,2670.8696340694
julbach,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",319.24259070656
julbach,2013,prokopf,Summe,2312.721521324
julbach,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",274.55061657033
julbach,2014,prokopf,Summe,2168.7388439306
julbach,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",428.71202588997
julbach,2015,prokopf,Summe,2639.9716245955
julbach,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",360.21282184655
julbach,2016,prokopf,Summe,2492.2560403121
julbach,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",356.49426154847
julbach,2017,prokopf,Summe,2116.2573129473
julbach,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",332.51053350683
julbach,2018,prokopf,Summe,2687.2495770982
julbach,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",334.50170103093
julbach,2019,prokopf,Summe,2315.4200128866
kallham,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",202.18584890656
kallham,2007,prokopf,Summe,1509.6191848907
kallham,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",385.37683791318
kallham,2008,prokopf,Summe,1827.1250059737
kallham,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",463.5929193038
kallham,2009,prokopf,Summe,2276.5235561709
kallham,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",402.47137519873
