Gemeinde,Year,View,Abschnitt,Betrag in Euro
nebelberg,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",169.36219551282
nebelberg,2009,prokopf,Summe,1744.4347596154
nebelberg,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",150.74424
nebelberg,2010,prokopf,Summe,1861.480224
nebelberg,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",287.41727126806
nebelberg,2011,prokopf,Summe,1795.7089727127
nebelberg,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",160.90610576923
nebelberg,2012,prokopf,Summe,3156.5911057692
nebelberg,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",193.42379746835
nebelberg,2013,prokopf,Summe,1805.3063765823
nebelberg,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",266.13744749596
nebelberg,2014,prokopf,Summe,2009.4104846527
nebelberg,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",238.58622432859
nebelberg,2015,prokopf,Summe,1768.1959083728
nebelberg,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",236.77686728395
nebelberg,2016,prokopf,Summe,2518.2203395062
nebelberg,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",288.26132283465
nebelberg,2017,prokopf,Summe,3007.911496063
nebelberg,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",252.41158227848
nebelberg,2018,prokopf,Summe,2318.9063291139
nebelberg,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",317.32473354232
nebelberg,2019,prokopf,Summe,3457.9747178683
neufelden,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",411.79017384732
neufelden,2007,prokopf,Summe,2980.9572789116
neufelden,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",410.57027798648
neufelden,2008,prokopf,Summe,2766.6708489857
neufelden,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",473.71665914221
neufelden,2009,prokopf,Summe,2849.6424755455
neufelden,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",545.69477429227
neufelden,2010,prokopf,Summe,2570.1287299158
neufelden,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",533.990906298
neufelden,2011,prokopf,Summe,2643.8426574501
neufelden,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",548.59765857478
neufelden,2012,prokopf,Summe,2663.2919968677
neufelden,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",675.63663558664
neufelden,2013,prokopf,Summe,2938.9159440559
neufelden,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",646.91039291217
neufelden,2014,prokopf,Summe,3029.1073882897
neufelden,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",608.80263157895
neufelden,2015,prokopf,Summe,3266.2821981424
neufelden,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",747.31446455505
neufelden,2016,prokopf,Summe,3918.7913951735
neufelden,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",697.75315301391
neufelden,2017,prokopf,Summe,3402.0036089645
neufelden,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",695.58367554859
neufelden,2018,prokopf,Summe,3260.3328840125
neufelden,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",769.32971896956
neufelden,2019,prokopf,Summe,3471.5748009368
neuhofen-im-innkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",211.63574252874
neuhofen-im-innkreis,2007,prokopf,Summe,1528.4639402299
neuhofen-im-innkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",219.77751733703
neuhofen-im-innkreis,2008,prokopf,Summe,1542.8450624133
neuhofen-im-innkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",223.66906377205
neuhofen-im-innkreis,2009,prokopf,Summe,2197.3649886929
neuhofen-im-innkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",229.44656263932
neuhofen-im-innkreis,2010,prokopf,Summe,1927.3460499331
neuhofen-im-innkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",241.85353922453
neuhofen-im-innkreis,2011,prokopf,Summe,1657.2210144274
neuhofen-im-innkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",236.92411711712
neuhofen-im-innkreis,2012,prokopf,Summe,1794.0130945946
neuhofen-im-innkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",276.18070816419
neuhofen-im-innkreis,2013,prokopf,Summe,2012.3890211998
neuhofen-im-innkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",463.42831087152
neuhofen-im-innkreis,2014,prokopf,Summe,1908.3288634322
neuhofen-im-innkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",308.32663923777
neuhofen-im-innkreis,2015,prokopf,Summe,1714.3301992204
neuhofen-im-innkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",378.3355682782
neuhofen-im-innkreis,2016,prokopf,Summe,1959.7361789652
neuhofen-im-innkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1121.551473064
neuhofen-im-innkreis,2017,prokopf,Summe,2618.615479798
neuhofen-im-innkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",650.60452657807
neuhofen-im-innkreis,2018,prokopf,Summe,2960.9851370432
neuhofen-im-innkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",454.07071049408
neuhofen-im-innkreis,2019,prokopf,Summe,2528.5090077583
neumarkt-im-hausruckkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",226.54398545935
neumarkt-im-hausruckkreis,2007,prokopf,Summe,2753.5379907469
neumarkt-im-hausruckkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",253.95214099217
neumarkt-im-hausruckkreis,2008,prokopf,Summe,2446.1948629243
neumarkt-im-hausruckkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",272.20226790451
neumarkt-im-hausruckkreis,2009,prokopf,Summe,2552.4862466844
neumarkt-im-hausruckkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",320.65813984169
neumarkt-im-hausruckkreis,2010,prokopf,Summe,2508.565237467
neumarkt-im-hausruckkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",270.09730587441
neumarkt-im-hausruckkreis,2011,prokopf,Summe,2128.1706819716
neumarkt-im-hausruckkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",308.64501356852
neumarkt-im-hausruckkreis,2012,prokopf,Summe,2126.7101356852
neumarkt-im-hausruckkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",377.33627586207
neumarkt-im-hausruckkreis,2013,prokopf,Summe,2427.3129862069
neumarkt-im-hausruckkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",370.31185312286
neumarkt-im-hausruckkreis,2014,prokopf,Summe,2380.6038709677
neumarkt-im-hausruckkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",497.44115168539
neumarkt-im-hausruckkreis,2015,prokopf,Summe,3037.6843539326
neumarkt-im-hausruckkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",384.97269830028
neumarkt-im-hausruckkreis,2016,prokopf,Summe,2798.984490085
neumarkt-im-hausruckkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",807.47843150685
neumarkt-im-hausruckkreis,2017,prokopf,Summe,3304.1776438356
neumarkt-im-hausruckkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",404.9504778157
neumarkt-im-hausruckkreis,2018,prokopf,Summe,3355.5574129693
neumarkt-im-hausruckkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",436.87309722222
neumarkt-im-hausruckkreis,2019,prokopf,Summe,3306.4130833333
neumarkt-im-mühlkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",313.65879005886
neumarkt-im-mühlkreis,2007,prokopf,Summe,1714.4071746239
neumarkt-im-mühlkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",355.33612390529
neumarkt-im-mühlkreis,2008,prokopf,Summe,2077.3116380149
neumarkt-im-mühlkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",352.53052872063
neumarkt-im-mühlkreis,2009,prokopf,Summe,2124.1690861619
neumarkt-im-mühlkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",366.02295491404
neumarkt-im-mühlkreis,2010,prokopf,Summe,2791.663921505
neumarkt-im-mühlkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",319.46594036697
neumarkt-im-mühlkreis,2011,prokopf,Summe,2235.8976048493
neumarkt-im-mühlkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",359.06465153971
neumarkt-im-mühlkreis,2012,prokopf,Summe,2008.796547812
neumarkt-im-mühlkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",370.95888532992
neumarkt-im-mühlkreis,2013,prokopf,Summe,1847.9486418962
neumarkt-im-mühlkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",370.67995476575
neumarkt-im-mühlkreis,2014,prokopf,Summe,2375.4927011309
neumarkt-im-mühlkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",352.46817948718
neumarkt-im-mühlkreis,2015,prokopf,Summe,2026.1230673077
neumarkt-im-mühlkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",348.00502066773
neumarkt-im-mühlkreis,2016,prokopf,Summe,2072.8744515103
neumarkt-im-mühlkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",365.8084152489
neumarkt-im-mühlkreis,2017,prokopf,Summe,2191.4057309389
neumarkt-im-mühlkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",389.79039835599
neumarkt-im-mühlkreis,2018,prokopf,Summe,2287.8835852039
neumarkt-im-mühlkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",418.4973221625
neumarkt-im-mühlkreis,2019,prokopf,Summe,2267.3678880809
neustift-im-mühlkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",204.39861716621
neustift-im-mühlkreis,2007,prokopf,Summe,2045.05873297
neustift-im-mühlkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",231.76895420369
neustift-im-mühlkreis,2008,prokopf,Summe,2941.4179425837
neustift-im-mühlkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",276.38586088154
neustift-im-mühlkreis,2009,prokopf,Summe,2653.0112258953
neustift-im-mühlkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",277.57223448276
neustift-im-mühlkreis,2010,prokopf,Summe,2087.8635793103
neustift-im-mühlkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",216.17916724019
neustift-im-mühlkreis,2011,prokopf,Summe,1847.3716792842
neustift-im-mühlkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",216.77597796143
neustift-im-mühlkreis,2012,prokopf,Summe,2177.7225344353
neustift-im-mühlkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",589.09782068966
neustift-im-mühlkreis,2013,prokopf,Summe,2340.6362896552
neustift-im-mühlkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",839.61685121107
neustift-im-mühlkreis,2014,prokopf,Summe,2509.8891695502
neustift-im-mühlkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1119.4953164557
neustift-im-mühlkreis,2015,prokopf,Summe,2969.026068917
neustift-im-mühlkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",744.62008898015
neustift-im-mühlkreis,2016,prokopf,Summe,2609.7134291581
neustift-im-mühlkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",517.53591530055
neustift-im-mühlkreis,2017,prokopf,Summe,2229.7584494536
neustift-im-mühlkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",516.22422997947
neustift-im-mühlkreis,2018,prokopf,Summe,2656.3508761123
neustift-im-mühlkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",366.15618169399
neustift-im-mühlkreis,2019,prokopf,Summe,2312.1860040984
niederkappel,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",199.11436826641
niederkappel,2007,prokopf,Summe,1910.1176003918
niederkappel,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",194.4464137931
niederkappel,2008,prokopf,Summe,1949.3071133005
niederkappel,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",198.041
niederkappel,2009,prokopf,Summe,1920.377245098
niederkappel,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",207.07786437247
niederkappel,2010,prokopf,Summe,2328.9824797571
niederkappel,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",451.46292607803
niederkappel,2011,prokopf,Summe,2155.7745995893
niederkappel,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",306.11858461538
niederkappel,2012,prokopf,Summe,2071.9163692308
niederkappel,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",285.9274382716
niederkappel,2013,prokopf,Summe,2021.4362757202
niederkappel,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",498.09121304791
niederkappel,2014,prokopf,Summe,2136.614648318
niederkappel,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",280.18137295082
niederkappel,2015,prokopf,Summe,1832.7461065574
niederkappel,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",303.00720675944
niederkappel,2016,prokopf,Summe,1828.7387673956
niederkappel,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",337.77585192698
niederkappel,2017,prokopf,Summe,2013.7365517241
niederkappel,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",354.22278172589
niederkappel,2018,prokopf,Summe,2307.1368020305
niederkappel,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",367.69798183653
niederkappel,2019,prokopf,Summe,2486.2993440969
niederthalheim,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",340.37455984174
niederthalheim,2007,prokopf,Summe,2580.2453511375
niederthalheim,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",828.3121958457
niederthalheim,2008,prokopf,Summe,2152.0084965381
niederthalheim,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",284.93395121951
niederthalheim,2009,prokopf,Summe,1633.6388878049
niederthalheim,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",637.4783251714
niederthalheim,2010,prokopf,Summe,1872.2178942214
niederthalheim,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",438.0028054741
niederthalheim,2011,prokopf,Summe,1765.723998045
niederthalheim,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",571.1626407767
niederthalheim,2012,prokopf,Summe,2421.4101165049
niederthalheim,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",291.73305905131
niederthalheim,2013,prokopf,Summe,2208.7434559535
niederthalheim,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",407.64748305905
niederthalheim,2014,prokopf,Summe,1952.4405905131
niederthalheim,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",374.35600561272
niederthalheim,2015,prokopf,Summe,1926.497839102
niederthalheim,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",323.37961325967
niederthalheim,2016,prokopf,Summe,2106.3428913444
niederthalheim,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",300.53276556777
niederthalheim,2017,prokopf,Summe,1873.338525641
niederthalheim,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",318.20584888889
niederthalheim,2018,prokopf,Summe,1672.9315111111
niederthalheim,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",316.66414503133
niederthalheim,2019,prokopf,Summe,2086.8919337511
niederwaldkirchen,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",574.0309690367
niederwaldkirchen,2007,prokopf,Summe,1961.9633658257
niederwaldkirchen,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",622.95506857143
niederwaldkirchen,2008,prokopf,Summe,2958.1271542857
niederwaldkirchen,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",391.63666089965
niederwaldkirchen,2009,prokopf,Summe,2497.1657151096
niederwaldkirchen,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",679.8992087156
niederwaldkirchen,2010,prokopf,Summe,3394.055315367
niederwaldkirchen,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",940.14640571429
niederwaldkirchen,2011,prokopf,Summe,3221.8252285714
niederwaldkirchen,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1414.1149118818
niederwaldkirchen,2012,prokopf,Summe,3510.8052757248
niederwaldkirchen,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",829.6139793578
niederwaldkirchen,2013,prokopf,Summe,2989.9987442661
niederwaldkirchen,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",762.70353575482
niederwaldkirchen,2014,prokopf,Summe,2808.0923836549
niederwaldkirchen,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",575.56031091012
niederwaldkirchen,2015,prokopf,Summe,3154.9710231769
niederwaldkirchen,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",669.4143359375
niederwaldkirchen,2016,prokopf,Summe,3317.3699832589
niederwaldkirchen,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",722.12539744302
niederwaldkirchen,2017,prokopf,Summe,3365.9512673708
niederwaldkirchen,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",835.63464757709
niederwaldkirchen,2018,prokopf,Summe,2944.3037995595
niederwaldkirchen,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",972.441315647
niederwaldkirchen,2019,prokopf,Summe,2811.5794315106
oberhofen-am-irrsee,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",379.79137979094
oberhofen-am-irrsee,2007,prokopf,Summe,1705.4420836237
oberhofen-am-irrsee,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",271.29024458421
oberhofen-am-irrsee,2008,prokopf,Summe,1481.3807617051
oberhofen-am-irrsee,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",330.47511141121
oberhofen-am-irrsee,2009,prokopf,Summe,1597.5684604997
oberhofen-am-irrsee,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",213.46836253369
oberhofen-am-irrsee,2010,prokopf,Summe,1503.108254717
oberhofen-am-irrsee,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",215.32281967213
oberhofen-am-irrsee,2011,prokopf,Summe,1414.7807803279
oberhofen-am-irrsee,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",177.1195675316
oberhofen-am-irrsee,2012,prokopf,Summe,1975.2370525615
oberhofen-am-irrsee,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",188.52458552632
oberhofen-am-irrsee,2013,prokopf,Summe,1633.8877039474
oberhofen-am-irrsee,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",213.173671875
oberhofen-am-irrsee,2014,prokopf,Summe,1657.9599869792
oberhofen-am-irrsee,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",227.57347081218
oberhofen-am-irrsee,2015,prokopf,Summe,2234.1901269036
oberhofen-am-irrsee,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",215.92882945249
oberhofen-am-irrsee,2016,prokopf,Summe,2408.7658086847
oberhofen-am-irrsee,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",225.95014093137
oberhofen-am-irrsee,2017,prokopf,Summe,1937.9746813725
oberhofen-am-irrsee,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",271.52931956258
oberhofen-am-irrsee,2018,prokopf,Summe,1898.3359234508
oberhofen-am-irrsee,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",296.63390156062
oberhofen-am-irrsee,2019,prokopf,Summe,2010.7772989196
oberkappel,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",362.64700527704
oberkappel,2007,prokopf,Summe,2685.8438390501
oberkappel,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",427.1362815405
oberkappel,2008,prokopf,Summe,2420.1986586985
oberkappel,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",557.41508609272
oberkappel,2009,prokopf,Summe,3047.9060397351
oberkappel,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",480.63297554348
oberkappel,2010,prokopf,Summe,2864.9583152174
oberkappel,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",361.30727027027
oberkappel,2011,prokopf,Summe,2351.1619324324
oberkappel,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",482.40166666667
oberkappel,2012,prokopf,Summe,2687.2301928375
oberkappel,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",477.81944065484
oberkappel,2013,prokopf,Summe,2472.3485402456
oberkappel,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",525.757310253
oberkappel,2014,prokopf,Summe,2408.9219707057
oberkappel,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",694.97950666667
oberkappel,2015,prokopf,Summe,3062.33576
oberkappel,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",657.30910187668
oberkappel,2016,prokopf,Summe,2823.4832439678
oberkappel,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",589.55371161549
oberkappel,2017,prokopf,Summe,2703.7955273698
oberkappel,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",627.01416551724
oberkappel,2018,prokopf,Summe,2942.7553241379
oberkappel,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",687.00018258427
oberkappel,2019,prokopf,Summe,3415.70625
obernberg-am-inn,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",673.51605331599
obernberg-am-inn,2007,prokopf,Summe,2212.7820091027
obernberg-am-inn,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",336.99094764745
obernberg-am-inn,2008,prokopf,Summe,2209.6203313453
obernberg-am-inn,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",449.74547459893
obernberg-am-inn,2009,prokopf,Summe,2315.7851671123
obernberg-am-inn,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",558.87871428571
obernberg-am-inn,2010,prokopf,Summe,2649.7559183673
obernberg-am-inn,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",420.20893949694
obernberg-am-inn,2011,prokopf,Summe,2109.2960842964
obernberg-am-inn,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",402.35190739461
obernberg-am-inn,2012,prokopf,Summe,2116.1727505183
obernberg-am-inn,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1070.1971851342
obernberg-am-inn,2013,prokopf,Summe,2903.7129662767
obernberg-am-inn,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",765.21023809524
obernberg-am-inn,2014,prokopf,Summe,2675.2851768707
obernberg-am-inn,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",562.57284681131
obernberg-am-inn,2015,prokopf,Summe,3215.4067061144
obernberg-am-inn,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",487.2592879257
obernberg-am-inn,2016,prokopf,Summe,3159.9074798762
obernberg-am-inn,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",496.70422222222
obernberg-am-inn,2017,prokopf,Summe,3553.661617284
obernberg-am-inn,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",419.28614206981
obernberg-am-inn,2018,prokopf,Summe,3154.6601285977
obernberg-am-inn,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",412.21810355208
obernberg-am-inn,2019,prokopf,Summe,3101.4810295003
oberndorf-bei-schwanenstadt,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",163.2338245614
oberndorf-bei-schwanenstadt,2007,prokopf,Summe,1336.4075087719
oberndorf-bei-schwanenstadt,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",130.47804792107
oberndorf-bei-schwanenstadt,2008,prokopf,Summe,2307.5551374207
oberndorf-bei-schwanenstadt,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",171.90048694425
oberndorf-bei-schwanenstadt,2009,prokopf,Summe,2125.4345306987
oberndorf-bei-schwanenstadt,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",159.19542553191
oberndorf-bei-schwanenstadt,2010,prokopf,Summe,1971.2464113475
oberndorf-bei-schwanenstadt,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",171.38373925501
oberndorf-bei-schwanenstadt,2011,prokopf,Summe,1400.3811676218
oberndorf-bei-schwanenstadt,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",175.90150636492
oberndorf-bei-schwanenstadt,2012,prokopf,Summe,1486.5306718529
oberndorf-bei-schwanenstadt,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",154.9728125
oberndorf-bei-schwanenstadt,2013,prokopf,Summe,1394.7530894886
oberndorf-bei-schwanenstadt,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",227.64157894737
oberndorf-bei-schwanenstadt,2014,prokopf,Summe,1582.5284637269
oberndorf-bei-schwanenstadt,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",172.33835915493
oberndorf-bei-schwanenstadt,2015,prokopf,Summe,1469.3495633803
oberndorf-bei-schwanenstadt,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",189.18269014085
oberndorf-bei-schwanenstadt,2016,prokopf,Summe,1538.5753943662
oberndorf-bei-schwanenstadt,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",585.99594821554
oberndorf-bei-schwanenstadt,2017,prokopf,Summe,2175.2627011896
oberndorf-bei-schwanenstadt,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",375.29266242938
oberndorf-bei-schwanenstadt,2018,prokopf,Summe,1785.0649152542
oberndorf-bei-schwanenstadt,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",288.83014545455
oberndorf-bei-schwanenstadt,2019,prokopf,Summe,1918.7629381818
oberneukirchen,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",349.9119516129
oberneukirchen,2007,prokopf,Summe,1593.6146032258
oberneukirchen,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",251.91760282776
oberneukirchen,2008,prokopf,Summe,1837.5806619537
oberneukirchen,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",328.2415214606
oberneukirchen,2009,prokopf,Summe,1912.5300288277
oberneukirchen,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",406.98768637532
oberneukirchen,2010,prokopf,Summe,2349.8412178663
oberneukirchen,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",404.88139180172
oberneukirchen,2011,prokopf,Summe,2032.5378709882
oberneukirchen,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",316.82223871171
